frame.time_relative,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.flags,label
"200.342185000","192.168.1.10","192.168.1.20","SMB2","1434","0x0018",normal,normal
"200.344688000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.344688000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.344920000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.344920000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.344920000","192.168.1.10","192.168.1.20","SMB2","2730","0x0018",normal,normal
"200.345711000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.345943000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.348643000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.350621000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.350931000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.350931000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.350931000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.350931000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.350931000","192.168.1.10","192.168.1.20","SMB2","5322","0x0018",normal,normal
"200.351686000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.352022000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.352231000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.354891000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.358396000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.359660000","192.168.1.10","192.168.1.20","SMB2","10506","0x0018",normal,normal
"200.361300000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.361821000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.362145000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.362318000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.362487000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.362687000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.364923000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.371679000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.373381000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"200.375346000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.375864000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.376759000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.377112000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.377652000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.378186000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.378826000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.379440000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.379910000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.380202000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.380546000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.382789000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.408748000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.410463000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"200.414436000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.414436000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.414637000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.415368000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.415958000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.416615000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.417221000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.417797000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.418150000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.418469000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.418806000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.437112000","192.168.1.10","192.168.1.20","TCP","1514","0x0018",normal,normal
"200.438720000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.453399000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"200.455408000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"200.457583000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.457583000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.457981000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.458730000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.458730000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.458730000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.459529000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.459529000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.459651000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.459930000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.460179000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.461297000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.483085000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"200.483224000","192.168.1.10","192.168.1.20","SMB2","168","0x0018",normal,normal
"200.522104000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"200.522176000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.522917000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"200.523069000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"200.523817000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"200.523887000","192.168.1.10","192.168.1.20","SMB2","166","0x0018",normal,normal
"200.524281000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.531474000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"200.531644000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"200.541376000","192.168.1.20","192.168.1.10","SMB2","222","0x0018",normal,normal
"200.545539000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.546234000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.546321000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.547924000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.548014000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.548645000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.548715000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.549147000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.549221000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.549875000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.549941000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.550407000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.550482000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.550965000","192.168.1.20","192.168.1.10","SMB2","172","0x0018",normal,normal
"200.551027000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"200.602887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.602887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.602887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.602887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"202.763396000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"202.763864000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"202.766624000","192.168.1.20","192.168.1.10","SMB2","275","0x0018",normal,normal
"202.766763000","192.168.1.10","192.168.1.20","SMB2","258","0x0018",normal,normal
"202.767258000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"202.767361000","192.168.1.10","192.168.1.20","SMB2","134","0x0018",normal,normal
"202.806160000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"202.821878000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"202.821878000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"205.565009000",,,"ARP","42",,normal,normal
"205.641807000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"205.643474000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"205.656789000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"206.228296000",,,"ARP","60",,normal,normal
"206.500261000",,,"ARP","42",,normal,normal
"206.915457000",,,"ARP","60",,normal,normal
"207.499888000",,,"ARP","42",,normal,normal
"207.915354000",,,"ARP","60",,normal,normal
"208.316676000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"208.316776000","192.168.1.10","192.168.1.20","SMB2","134","0x0018",normal,normal
"208.368267000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"210.643925000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"210.644130000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"210.644995000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.645090000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.646009000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"210.646151000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"210.696729000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"210.696729000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"210.696729000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"210.844310000","192.168.1.20","192.168.1.10","SMB2","342","0x0018",normal,normal
"210.844545000","192.168.1.10","192.168.1.20","SMB2","322","0x0018",normal,normal
"210.845064000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"210.845151000","192.168.1.10","192.168.1.20","SMB2","162","0x0018",normal,normal
"210.845615000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.845703000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.859086000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"210.859380000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"210.862110000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.862256000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.862742000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.862841000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.863281000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.863428000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.863831000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.863925000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.869523000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"210.869725000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"210.870702000","192.168.1.20","192.168.1.10","SMB2","370","0x0018",normal,normal
"210.870940000","192.168.1.10","192.168.1.20","SMB2","346","0x0018",normal,normal
"210.875017000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"210.875871000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"210.880362000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"210.881241000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
