frame.time_relative,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.flags,label
"211.580170000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580170000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.580244000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.580244000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.580244000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.580244000","192.168.1.10","192.168.1.20","TCP","54074","0x0010",normal,normal
"211.581058000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"211.581749000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.581749000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.582428000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.582428000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.583027000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.583027000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.583048000","192.168.1.10","192.168.1.20","NBSS","11734","0x0010",normal,normal
"211.584108000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.584108000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.584132000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.584132000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.584132000","192.168.1.10","192.168.1.20","NBSS","52614","0x0010",normal,normal
"211.585048000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.585048000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.586287000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.586287000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.586287000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.586287000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.586315000","192.168.1.10","192.168.1.20","NBSS","51154","0x0010",normal,normal
"211.586581000","192.168.1.10","192.168.1.20","TCP","21954","0x0010",normal,normal
"211.587929000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.587929000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.590832000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.590832000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.590868000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.590868000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.590868000","192.168.1.10","192.168.1.20","TCP","19034","0x0010",normal,normal
"211.592404000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.592404000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.592451000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.592451000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"211.593655000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.593655000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.593690000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.593690000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"211.594052000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.594052000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.594079000","192.168.1.10","192.168.1.20","SMB2","28934","0x0018",normal,normal
"211.594306000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.594306000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.594319000","192.168.1.10","192.168.1.20","NBSS","36554","0x0010",normal,normal
"211.595688000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.595688000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.595717000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.595717000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.595717000","192.168.1.10","192.168.1.20","NBSS","58454","0x0010",normal,normal
"211.596378000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.596378000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.596397000","192.168.1.10","192.168.1.20","NBSS","20494","0x0010",normal,normal
"211.599772000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.599772000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.601707000","192.168.1.10","192.168.1.20","TCP","51154","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606562000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.606622000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.606622000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.606622000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.606622000","192.168.1.10","192.168.1.20","NBSS","51154","0x0018",normal,normal
"211.607333000","192.168.1.10","192.168.1.20","SMB2","34014","0x0018",normal,normal
"211.607871000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.607871000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.609364000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"211.610108000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.610108000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.610774000","192.168.1.10","192.168.1.20","TCP","55534","0x0010",normal,normal
"211.612266000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.612360000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.614101000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.615067000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.615570000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.621960000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.622060000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.622060000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.622060000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.622060000","192.168.1.10","192.168.1.20","NBSS","51154","0x0010",normal,normal
"211.625120000","192.168.1.10","192.168.1.20","TCP","17574","0x0010",normal,normal
"211.625920000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.625920000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.625920000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.625920000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.625920000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.625967000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.625967000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.625967000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.625967000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.625967000","192.168.1.10","192.168.1.20","TCP","23414","0x0010",normal,normal
"211.626928000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.626928000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.626975000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.626975000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.626975000","192.168.1.10","192.168.1.20","TCP","58454","0x0010",normal,normal
"211.628064000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.628064000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.628064000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.628125000","192.168.1.10","192.168.1.20","TCP","20494","0x0010",normal,normal
"211.628480000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.629704000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.630184000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.631102000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.631667000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.632371000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.632944000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.633739000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.634971000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.636661000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.636661000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.636695000","192.168.1.10","192.168.1.20","NBSS","52614","0x0010",normal,normal
"211.637939000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.637972000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.637972000","192.168.1.10","192.168.1.20","NBSS","29254","0x0010",normal,normal
"211.639489000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.639489000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.639520000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.639520000","192.168.1.10","192.168.1.20","NBSS","11734","0x0010",normal,normal
"211.639800000","192.168.1.10","192.168.1.20","TCP","17574","0x0010",normal,normal
"211.640259000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"211.640297000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.640297000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.640313000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"211.640424000","192.168.1.10","192.168.1.20","NBSS","23414","0x0010",normal,normal
"211.640998000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.641611000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.642556000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.642886000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.643233000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.643233000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.643250000","192.168.1.10","192.168.1.20","NBSS","49694","0x0010",normal,normal
"211.643551000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.643563000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.643563000","192.168.1.10","192.168.1.20","NBSS","29254","0x0010",normal,normal
"211.644196000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.644196000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.644222000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.644222000","192.168.1.10","192.168.1.20","NBSS","11734","0x0010",normal,normal
"211.645646000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.645646000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646379000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.646124000","192.168.1.10","192.168.1.20","TCP","51154","0x0010",normal,normal
"211.647443000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.647443000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.647822000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.648893000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.648893000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650350000","192.168.1.10","192.168.1.20","SMB2","20874","0x0018",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.650845000","192.168.1.10","192.168.1.20","TCP","55534","0x0010",normal,normal
"211.656138000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.656138000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658188000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.658234000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.658234000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.658234000","192.168.1.10","192.168.1.20","TCP","4434","0x0010",normal,normal
"211.658788000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.659226000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.659244000","192.168.1.10","192.168.1.20","TCP","59914","0x0010",normal,normal
"211.659547000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.660407000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.660407000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.660428000","192.168.1.10","192.168.1.20","TCP","62834","0x0010",normal,normal
"211.661058000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.661058000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.661077000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"211.661724000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.661724000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.661741000","192.168.1.10","192.168.1.20","TCP","36554","0x0010",normal,normal
"211.662502000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.662502000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.662524000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.662940000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.662940000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.662958000","192.168.1.10","192.168.1.20","TCP","51154","0x0010",normal,normal
"211.664030000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.664030000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.664060000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"211.664670000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.664684000","192.168.1.10","192.168.1.20","TCP","39474","0x0010",normal,normal
"211.665568000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.668895000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.668895000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.668998000","192.168.1.10","192.168.1.20","NBSS","64294","0x0018",normal,normal
"211.668998000","192.168.1.10","192.168.1.20","NBSS","19034","0x0010",normal,normal
"211.670113000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.670113000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.670271000","192.168.1.10","192.168.1.20","NBSS","45314","0x0010",normal,normal
"211.671154000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.671925000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.671925000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.671953000","192.168.1.10","192.168.1.20","NBSS","42394","0x0010",normal,normal
"211.672794000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.672794000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.672816000","192.168.1.10","192.168.1.20","NBSS","29254","0x0010",normal,normal
"211.674356000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.674356000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.674356000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.674436000","192.168.1.10","192.168.1.20","NBSS","45314","0x0010",normal,normal
"211.676246000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.676246000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.676419000","192.168.1.10","192.168.1.20","SMB2","38394","0x0018",normal,normal
"211.678170000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.678618000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.679552000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.680162000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.680162000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.680162000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.680162000","192.168.1.10","192.168.1.20","TCP","40934","0x0010",normal,normal
"211.680304000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.681267000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.681305000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.681305000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"211.681305000","192.168.1.10","192.168.1.20","TCP","58454","0x0010",normal,normal
"211.681953000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.681953000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.681971000","192.168.1.10","192.168.1.20","TCP","46774","0x0010",normal,normal
"211.682613000","192.168.1.10","192.168.1.20","NBSS","46774","0x0010",normal,normal
"211.683146000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.683201000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.683201000","192.168.1.10","192.168.1.20","NBSS","29254","0x0010",normal,normal
"211.684278000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.684304000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
"211.684304000","192.168.1.10","192.168.1.20","NBSS","29254","0x0010",normal,normal
"211.686217000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"211.687302000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.687302000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.687342000","192.168.1.10","192.168.1.20","TCP","38014","0x0010",normal,normal
"211.687857000","192.168.1.10","192.168.1.20","NBSS","13194","0x0010",normal,normal
"211.687949000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"211.687966000","192.168.1.10","192.168.1.20","TCP","42394","0x0010",normal,normal
"211.688337000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
